Type,Common Name of Products,Trade Name of Products,Registration No,Name of Registration Holder,Recommended Crops,Recommended Pests,Dosage rate/ha
HERBICIDE,Diuron,Karmex 80 WP,AP-270,Petrochem (Bangladesh) Limited,Sugarcane,Grass & Broad leaf weeds,2.00 Kg
HERBICIDE,Diuron,Karmex 80 WP,AP-270,Petrochem (Bangladesh) Limited,Tea,Annual grasses & Broad leaf weeds,1.50 Kg
HERBICIDE,Diuron,Direx 80 WP,AP-453,Petrochem (Bangladesh) Limited,Cotton,Grass & Broad leaf weeds,1.50 Kg
HERBICIDE,Diuron,Direx 80 WP,AP-453,Petrochem (Bangladesh) Limited,Sugarcane,Grass & Broad leaf weeds,2.00 Kg
HERBICIDE,Diuron,Direx 80 WP,AP-453,Petrochem (Bangladesh) Limited,Tea,Annual grasses & Broad leaf weeds,1.50 Kg
HERBICIDE,Ethoxysulfuron,Sunrice 150 WG,AP-501,Bayer CropScience Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Sunrice 150 WG,AP-501,Bayer CropScience Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,G-Sunrice 150 WG,AP-1969,Global Agrovet Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,E-Rice 150 WG,AP-2504,Eon Agro Industries Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Shilrice 150 WG,AP-2505,Shetu Corporation Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Safest 150 WG,AP-2793,Agro Continent Bangladesh,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Rise On 150 WDG,AP-2794,Agro Chem Agribusiness,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Greenrice 150 WG,AP-2795,Green Harvest Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Sun-Rice 150 WDG,AP-2796,Sweet Agrovet Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Bicosun 150 WG,AP-2797,Bismillah Corporation Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,B-Rice 150 WG,AP-2798,Bongshe Moharaj & Agro Tech,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Siamrice 150 WG,AP-2799,Siam Crop Care,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Pacerice 150 WG,AP-2800,Pace Agro International,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Z-Rice 150 WG,AP-3151,Modern Agri Care,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Agrosun 150 WG,AP-3152,Aama Green Care,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Arun 150 WG,AP-3237,Intefa,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Cororice 150 WG,AP-3255,Corbel International Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,C-Sunrice 150 WG,AP-3256,Assign Crop Care Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Suprorice 150 WG,AP-3257,Surovi Agro Industries Limited,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,Pararice 150 WG,AP-3258,Padma Agro Sprayers Co.,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,M-Rice 150 WG,AP-3259,Mary Gold Agro Science,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Ethoxysulfuron,M-Rice 150 WG,AP-3259,Mary Gold Agro Science,Rice,Broad leaf & Sedges,100 gm
HERBICIDE,Glyphosate,Roundup,AP-240,Sinochem Bangladesh (Pvt) Limited,Tea,Annual grasses & Broad leaf weeds,2.5-3.75 Litre
HERBICIDE,Glyphosate,Roundup,AP-240,Sinochem Bangladesh (Pvt) Limited,Tea,Deep rooted perennial weeds,3.75-4.50 Litre
HERBICIDE,Glyphosate,Roundup,AP-240,Sinochem Bangladesh (Pvt) Limited,Tea,Shrubs & Woody perennial weeds,4.5-5.6 Litre
HERBICIDE,Glyphosate,Glycel 41% SL,AP-271,Auto Crop Care Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glycel 41% SL,AP-271,Auto Crop Care Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,D-Phosate 41% SL,AP-383,Dreamland Agro Products,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,D-Phosate 41% SL,AP-383,Dreamland Agro Products,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Wipe-Out 41% SL,AP-450,Haychem (Bangladesh) Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Wipe-Out 41% SL,AP-450,Haychem (Bangladesh) Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-524,Chemolimpex Agro Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-524,Chemolimpex Agro Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Amiphosate 41% SL,AP-544,ACI Formulations Limited,Tea,Annual grasses & Broad leaf weeds,3.70 Litre
HERBICIDE,Glyphosate,Amiphosate 41% SL,AP-544,ACI Formulations Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Phosate 41% SL,AP-605,A-Intraco (Bangladesh) Limited,Tea,Annual grasses & Broad leaf weeds,3.70 Litre
HERBICIDE,Glyphosate,Phosate 41% SL,AP-605,A-Intraco (Bangladesh) Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Chemsate 41% SL,AP-606,Alpha Agro Limited,Tea,Annual grasses & Broad leaf weeds,3.70 Litre
HERBICIDE,Glyphosate,Chemsate 41% SL,AP-606,Alpha Agro Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Fighter 41% SL,AP-607,Agro Chem Agribusiness,Tea,Annual grasses & Broad leaf weeds,3.70 Litre
HERBICIDE,Glyphosate,Fighter 41% SL,AP-607,Agro Chem Agribusiness,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-625,Shetu Corporation Limited,Tea,Annual grasses & Broad leaf weeds,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-625,Shetu Corporation Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sinosate 41% SL,AP-709,Sinochem Bangladesh (Pvt) Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sinosate 41% SL,AP-709,Sinochem Bangladesh (Pvt) Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Weedoff 41% SL,AP-788,Asia Trade International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Weedoff 41% SL,AP-788,Asia Trade International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-789,McDonald Bangladesh (Pvt) Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-789,McDonald Bangladesh (Pvt) Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Bicophosate 41% SL,AP-807,Bismillah Corporation Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Bicophosate 41% SL,AP-807,Bismillah Corporation Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Topweed 41% SL,AP-860,Top Agro Enterprise,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Topweed 41% SL,AP-860,Top Agro Enterprise,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glisato 41% SL,AP-862,Home Pest Control,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glisato 41% SL,AP-862,Home Pest Control,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Paraphosate 41% SL,AP-896,Padma Agro Sprayers Co.,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Paraphosate 41% SL,AP-896,Padma Agro Sprayers Co.,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Nokweed 41% SL,AP-916,Nokon Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Nokweed 41% SL,AP-916,Nokon Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,G-Phosate 41% SL,AP-979,Global Agrovet Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,G-Phosate 41% SL,AP-979,Global Agrovet Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Acquasate 41% SL,AP-983,National AgriCare Import & Export Ltd,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Acquasate 41% SL,AP-983,National AgriCare Import & Export Ltd,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Bongphosate 41% SL,AP-1052,Bongshe Moharaj & Agro Tech,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Bongphosate 41% SL,AP-1052,Bongshe Moharaj & Agro Tech,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glyfos 41% SL,AP-1056,Atherton Imbros Company Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glyfos 41% SL,AP-1056,Atherton Imbros Company Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1130,Meghna Fertilizer & Agro Chemicals Indus,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1130,Meghna Fertilizer & Agro Chemicals Indus,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1131,SAM Agro Chemical,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1131,SAM Agro Chemical,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Uniphosate 41% SL,AP-1141,United Phosphorus (Bangladesh) Ltd,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Uniphosate 41% SL,AP-1141,United Phosphorus (Bangladesh) Ltd,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Super Sate 41% SL,AP-1142,Prime Agro Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Super Sate 41% SL,AP-1142,Prime Agro Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Hilphosate 41% SL,AP-1143,Agrinet Crop Care Bangladesh,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Hilphosate 41% SL,AP-1143,Agrinet Crop Care Bangladesh,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glyphos 41% SL,AP-1144,Integrated Crop Solution Bangladesh,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glyphos 41% SL,AP-1144,Integrated Crop Solution Bangladesh,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Cleanup 41% SL,AP-1145,Clean Agro,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Cleanup 41% SL,AP-1145,Clean Agro,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sinophosate 41% SL,AP-1229,Aranya Crop Care Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sinophosate 41% SL,AP-1229,Aranya Crop Care Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Klinweed 41% SL,AP-1230,Crop Protection & Care Centre,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Klinweed 41% SL,AP-1230,Crop Protection & Care Centre,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,D-Sate 41% SL,AP-1231,D M International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,D-Sate 41% SL,AP-1231,D M International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,E-Phosate 41% SL,AP-1232,Eon Agro Industries Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,E-Phosate 41% SL,AP-1232,Eon Agro Industries Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1235,Sweet Agrovet Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1235,Sweet Agrovet Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glyphoking 41% SL,AP-1236,Assign Crop Care Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glyphoking 41% SL,AP-1236,Assign Crop Care Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-1237,Sun Seed Pesticides,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-1237,Sun Seed Pesticides,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,S-Sate 41% SL,AP-1238,S I Agro International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,S-Sate 41% SL,AP-1238,S I Agro International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,A-Sate 41% SL,AP-1239,Agrivision Bangladesh,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,A-Sate 41% SL,AP-1239,Agrivision Bangladesh,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Siamphosate 41% SL,AP-1240,Siam Crop Care,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Siamphosate 41% SL,AP-1240,Siam Crop Care,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,S-Glyphosate 41% SL,AP-1241,Surovi Agro Industries Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,S-Glyphosate 41% SL,AP-1241,Surovi Agro Industries Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Agronil 41% SL,AP-1242,Agro Continent Bangladesh,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Agronil 41% SL,AP-1242,Agro Continent Bangladesh,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Weed Care 41% SL,AP-1346,Care Agrotech,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Weed Care 41% SL,AP-1346,Care Agrotech,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Amphosate 41% SL,AP-1390,Amco Agricultural Industries,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Amphosate 41% SL,AP-1390,Amco Agricultural Industries,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Weedmax 41% SL,AP-1391,Rico Agrovet,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Weedmax 41% SL,AP-1391,Rico Agrovet,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Top Up 41% SL,AP-1392,Mary Gold Agro Science,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Top Up 41% SL,AP-1392,Mary Gold Agro Science,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,K-Phosate 41% SL,AP-1603,Krishan Agro Chemicals,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,K-Phosate 41% SL,AP-1603,Krishan Agro Chemicals,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Rastup 41% SL,AP-1604,Aartessa Trading,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Rastup 41% SL,AP-1604,Aartessa Trading,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,K-Weed 41% SL,AP-1605,Kishan Agro Products,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,K-Weed 41% SL,AP-1605,Kishan Agro Products,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1606,Smart Agrovet,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1606,Smart Agrovet,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,F-Phosate 41% SL,AP-1607,Farm Chem International Ltd,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,F-Phosate 41% SL,AP-1607,Farm Chem International Ltd,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Agrosate 41% SL,AP-1608,Agro System Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Agrosate 41% SL,AP-1608,Agro System Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1609,Mahir Agro Care,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1609,Mahir Agro Care,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sinweed 41% SL,AP-1610,Supreme Seed Company Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sinweed 41% SL,AP-1610,Supreme Seed Company Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glifas 41% SL,AP-1634,Intefa,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glifas 41% SL,AP-1634,Intefa,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Clean All 41% SL,AP-1635,West Agro Chemicals,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Clean All 41% SL,AP-1635,West Agro Chemicals,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,R-Sate 41% SL,AP-1636,Rahman Pesticides & Chemicals Co.,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,R-Sate 41% SL,AP-1636,Rahman Pesticides & Chemicals Co.,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,G-Force 41% SL,AP-1637,Golden Agro Chemicals,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,G-Force 41% SL,AP-1637,Golden Agro Chemicals,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Greenphosate 41% SL,AP-1638,Green Bangla Agrovet Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Greenphosate 41% SL,AP-1638,Green Bangla Agrovet Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Agriphosate 41% SL,AP-1639,Agri Business & Advisory Service,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Agriphosate 41% SL,AP-1639,Agri Business & Advisory Service,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Weed Care 41% SL,AP-1640,Classic Agrovet Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Weed Care 41% SL,AP-1640,Classic Agrovet Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,K-Sate 41% SL,AP-1641,Kohinoor Agro Chemical,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,K-Sate 41% SL,AP-1641,Kohinoor Agro Chemical,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,L-Sate 41% SL,AP-1642,Lorota International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,L-Sate 41% SL,AP-1642,Lorota International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,F-Sate 41% SL,AP-1643,FCI Agro Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,F-Sate 41% SL,AP-1643,FCI Agro Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1644,Sundarban Agro Products,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1644,Sundarban Agro Products,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1645,Sadik Agrochemicals Co.,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1645,Sadik Agrochemicals Co.,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sino Safe 41% SL,AP-1646,Assent International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sino Safe 41% SL,AP-1646,Assent International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Alisate 41% SL,AP-1647,Al-Kader International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Alisate 41% SL,AP-1647,Al-Kader International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,O-Phosate 41% SL,AP-1648,Orbit Agro Industries,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,O-Phosate 41% SL,AP-1648,Orbit Agro Industries,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-1649,Sun Corporation,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Sunphosate 41% SL,AP-1649,Sun Corporation,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1650,Mou International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1650,Mou International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Clean Star 41% SL,AP-1651,Unicrop Protection Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Clean Star 41% SL,AP-1651,Unicrop Protection Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1652,Marstrade International Culture,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Glysate 41% SL,AP-1652,Marstrade International Culture,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Phosate 41% SL,AP-1653,Pace Agro International,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Phosate 41% SL,AP-1653,Pace Agro International,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1654,M S Agro Chemicals Company Ltd,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,M-Phosate 41% SL,AP-1654,M S Agro Chemicals Company Ltd,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,C-Sate 41% SL,AP-1655,Cosmic Agro Care,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,C-Sate 41% SL,AP-1655,Cosmic Agro Care,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,N-Phosate 41% SL,AP-1656,Nafis Crop Care,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,N-Phosate 41% SL,AP-1656,Nafis Crop Care,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1657,Spectrum Engineering Consortium Ltd,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,S-Phosate 41% SL,AP-1657,Spectrum Engineering Consortium Ltd,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,A-Sate 41% SL,AP-1658,Alpha Agro Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,A-Sate 41% SL,AP-1658,Alpha Agro Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,G-Phosate 41% SL,AP-1659,Green Care Bangladesh,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,G-Phosate 41% SL,AP-1659,Green Care Bangladesh,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,A-Phosate 41% SL,AP-1660,A N Corporation,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,A-Phosate 41% SL,AP-1660,A N Corporation,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,E-Phosate 41% SL,AP-1661,Euro Bangla Agricultural Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,E-Phosate 41% SL,AP-1661,Euro Bangla Agricultural Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,R-Phosate 41% SL,AP-1662,R K Agro Products Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,R-Phosate 41% SL,AP-1662,R K Agro Products Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,Delta Phosate 41% SL,AP-1663,Delta Agro Chemicals,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,Delta Phosate 41% SL,AP-1663,Delta Agro Chemicals,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,F-Phosate 41% SL,AP-1664,Firoz Enterprise,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,F-Phosate 41% SL,AP-1664,Firoz Enterprise,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,H-Sate 41% SL,AP-1665,Hazi Abdul Hakim Sawdagor,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,H-Sate 41% SL,AP-1665,Hazi Abdul Hakim Sawdagor,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,U-Phosate 41% SL,AP-1666,Unifarma (Bangladesh) Industries,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,U-Phosate 41% SL,AP-1666,Unifarma (Bangladesh) Industries,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,T-Sate 41% SL,AP-1667,Tajarat Agro Industries Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,T-Sate 41% SL,AP-1667,Tajarat Agro Industries Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,R-Sate 41% SL,AP-1668,Rajib Agro Chemicals Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,R-Sate 41% SL,AP-1668,Rajib Agro Chemicals Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,N-Sate 41% SL,AP-1669,Nahar Agrovet Limited,Tea,Broad leaf,3.70 Litre
HERBICIDE,Glyphosate,N-Sate 41% SL,AP-1669,Nahar Agrovet Limited,Tea,Deep rooted perennial weeds,3.70 Litre
HERBICIDE,Glyphosate,K-Phosate 41% SL,AP-1670,Kazi Agro Chemicals,Tea,Broad leaf,3.70 Litre
