Type,Common Name of Products,Trade Name of Products,Registration No,Name of Registration Holder,Recommended Crops,Recommended Pests,Dosage rate/ha
FUNGICIDE,Carbendazim,Sahzim 50 WP,AP-3236,Shahjalal Agro Industries,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Lidazin 50 WP,AP-3238,Lily Traders,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Larkzim 50 WP,AP-3239,Balak Enterprise,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Carbeluck 50 WP,AP-3240,Unicrop Protection Limited,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Rimzim 50 WP,AP-3241,Cobra Land Care,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Natzim 50 WP,AP-3242,National Green Enterprise,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Delcozim 50 WP,AP-3243,Delco Agro Industries,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim,Cadim 50 WP,AP-3244,The Chemicals,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Carbendazim ( 32.5%) + Hexaconazole (2.5%),Defense 35 SC,AP-2792,Haychem (Bangladesh) Limited,Wheat,Scarb,1 ml/Litre of water
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Wheat,"Seedling blight, Foot rot",3 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Wheat,Seedling disease,4 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Jute,"Seed rot, Seedling disease,",4 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Jute,"Wilting, Soft rot,  Anthracnose,",4 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Rice,(Seed borne) Bipolaris oryzae,3 gm/kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Brinjal,Seedling disease,2 gm/kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Bottle gourd,Seedling disease,2 gm/kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Provax 200 WP,AP-1146,Hossain Enterprise C.C. Limited,Potato,Black scarf,2.5 gm/litre of water
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Mapvax 75 WP,AP-1389,MAP Agro Industries Limited,Jute,"Seed rot, Seedling disease wilting soft",4 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Mapvax 75 WP,AP-1389,MAP Agro Industries Limited,,"rot, Stem rot, Anthracnose, Black bont",4 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),Mapvax 75 WP,AP-1389,MAP Agro Industries Limited,Wheat,"Seedling blight, Foot rot",3 gm/Kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),VitaFlo 200 FF,AP-1611,Hossain Enterprise C.C. Limited,Jute,"Seed rot, Black bend, Die back",2.5-3 ml/kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),VitaFlo 200 FF,AP-1611,Hossain Enterprise C.C. Limited,Wheat,"Seedling blight, Foot rot",3 ml/kg seed
FUNGICIDE,Carboxin (17.5%) + Thiram (17.5%),VitaFlo 200 FF,AP-1611,Hossain Enterprise C.C. Limited,Rice,Seed treatment,5 ml/kg seed
FUNGICIDE,Carbendazim (17.5%)+Iprodione (35%),Shelter 52.5 WP,AP-3251,Surovi Agro Industries Limited,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Chlorothalonil,Deconil 500 EC,AP-2114,Haychem (Bangladesh) Limited,Potato,Late Blight,750 ml
FUNGICIDE,Chlorothalonil,Rotanil 500 SC,AP-2701,Agro Arena Associates,Tea,"Die back, Black rot",2.00 Litre
FUNGICIDE,Chlorothalonil,Rotanil 500 SC,AP-2701,Agro Arena Associates,Potato,Late blight,2 ml/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,Potato & Tomato,Late blight,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,"Mango, Chili",Anthracnose,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,Citrus,Scab,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,Banana,Leaf spot,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,Ground nut,Tikka rust,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Champion 77 WP,AP-354,Petrochem (Bangladesh) Limited,Tea,Red rust disease,2.24 Kg
FUNGICIDE,Copper hydroxide,Dolphin 77 WP,AP-716,MAP Agro Industries Limited,Banana,Sigatoka,6.50 gm/Litre of water
FUNGICIDE,Copper hydroxide,Hydrocob 77 WP,AP-792,Asia Trade International,Potato,Late blight,3.50 gm/Litre of water
FUNGICIDE,Copper hydroxide,Win 77 WP,AP-1119,Alpha Agro Limited,Tomato,Early & Late blight,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Win 77 WP,AP-1119,Alpha Agro Limited,Potato,Late blight,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Parasol 77 WP,AP-1360,Eminence Chemical Industries Ltd,Potato,Late blight,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Parasol 77 WP,AP-1360,Eminence Chemical Industries Ltd,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Superex 77 WP,AP-1861,Rajib Agro Chemicals Limited,Tea,"Die back,Black rot, Red rust",750 gm
FUNGICIDE,Copper hydroxide,Jibal 77 WP,AP-1876,Intafa,Chili,Anthracnose,2 gm/Litre of water
FUNGICIDE,Copper hydroxide,Jibal 77 WP,AP-1876,Intafa,Mango,Anthracnose,2 gm/Litre of water
FUNGICIDE,Copper oxychloride,Sunvit 50 WP,AP-527,McDonald Bangladesh (Pvt) Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Sunvit 50 WP,AP-527,McDonald Bangladesh (Pvt) Limited,Sesame,Leaf spot,3.40 Kg
FUNGICIDE,Copper oxychloride,Sulcox 50 WP,AP-528,Haychem (Bangladesh) Limited,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Sulcox 50 WP,AP-528,Haychem (Bangladesh) Limited,Pulse & Oil crops,Leaf spot,3.40 Kg
FUNGICIDE,Copper oxychloride,Sulcox 50 WP,AP-528,Haychem (Bangladesh) Limited,Onion,Purple blotch,2 gm/Litre of water
FUNGICIDE,Copper oxychloride,Oxivit 50 WP,AP-616,SAM Agro Chemical,Potato,Late blight,3.50 Kg
FUNGICIDE,Copper oxychloride,Oxivit 50 WP,AP-616,SAM Agro Chemical,Tomato,Early blight,3.5 gm/Litre of water
FUNGICIDE,Copper oxychloride,Copper 50 WP,AP-703,Reximco Insecticides Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Blitox 50 WP,AP-704,Auto Crop Care Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Haymoxy 50 WP,AP-715,Haychem (Bangladesh) Limited,Banana,Sigatoka,6.50 gm/Litre of water
FUNGICIDE,Copper oxychloride,Haymoxy 50 WP,AP-715,Haychem (Bangladesh) Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Oxicob 50 WP,AP-791,Asia Trade International,Potato,Late blight,3.50 gm/Litre of water
FUNGICIDE,Copper oxychloride,Acmecop 50 WP,AP-875,Chemolimpex Agro Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Topgun 50 DF,AP-974,Global Agrochemicals Limited,Potato and Tomato,Early & Late blight,2 gm/Litre of water
FUNGICIDE,Copper oxychloride,Blue-cop 50 WP,AP-994,Agrimax Bangladesh Limited,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Pipertox 50 WP,AP-1057,Agribusiness International,Tomato,Early & Late blight,4 gm/litre of water
FUNGICIDE,Copper oxychloride,Pipertox 50 WP,AP-1057,Agribusiness International,Potato,Late blight,2 gm/litre of water
FUNGICIDE,Copper oxychloride,Pipertox 50 WP,AP-1057,Agribusiness International,Mango,Anthracnose,4 gm/litre of water
FUNGICIDE,Copper oxychloride,Emivit 50 WP,AP-1310,Eminence Chemical Industries Ltd,Tea,Red rust,2.80 Kg
FUNGICIDE,Copper oxychloride,Emivit 50 WP,AP-1310,Eminence Chemical Industries Ltd,Chili,Die back,70 gm/10 lt of water
FUNGICIDE,Copper oxychloride,Delight 50 WP,AP-1675,ACI Formulations Limited,Potato,Late blight,2 gm/litre of water
FUNGICIDE,Copper oxychloride,Delight 50 WP,AP-1675,ACI Formulations Limited,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Polyco 50 WP,AP-1841,Polymer Agro Industries Ltd.,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Baicoper 50 WP,AP-1842,Bangladesh Agricultural Industries,Tomato,Late blight,2 gm/litre of water
FUNGICIDE,Copper oxychloride,Baicoper 50 WP,AP-1842,Bangladesh Agricultural Industries,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Gunner 50 WP,AP-1877,Global Agrovet Limited,Potato,Late blight,0.8-1.0 Kg
FUNGICIDE,Copper oxychloride,MS Vit 50 WP,AP-2506,M S Agro Chemicals Company Ltd,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Capvit 50 WP,AP-2507,Rico Agrovet,Tea,"Die back, Black rot & Red rust",2.80 Kg
FUNGICIDE,Copper oxychloride,Copraz 50 WP,AP-2508,Siraj Agro International,Tomato,Early blight,2.5 gm/litre of water
FUNGICIDE,Copper oxychloride,M-Cop 50 WP,AP-2778,Mamun Agro Products Limited,Banana,Sigatoka,2.50 Kg
FUNGICIDE,Copper oxychloride,Oxycol 50 WP,AP-3142,Lorota International,Potato,Late blight,2 gm/Litre of water
FUNGICIDE,Copper oxychloride,Coxy 50 WP,AP-3143,Aama Green Care,Mango,Anthracnose,2 gm/Litre of water
FUNGICIDE,Copper oxychloride,Coxy 50 WP,AP-3143,Aama Green Care,Tea,"Red rust, Die back, Black rot",2.80 Kg
FUNGICIDE,Copper oxychloride,Goldton 50 WP,AP-3144,Shetu Pesticides Limited,Cucumber,Downey mildew,2 gm/Litre of water
FUNGICIDE,Dichloran,Arniline 8 WP,AP-1161,A-Intraco (Bangladesh) Limited,Potato,"Foot, Shoot & Leaf rot",2.0 gm/Litre of water
FUNGICIDE,Dichloran,Arniline 8 WP,AP-1161,A-Intraco (Bangladesh) Limited,"Tomato, Onion","Root, Stand & Leaf rot",2.0 gm/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Onion,Purple blotch,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Chili,Leaf spot,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Betel vine,Foot rot,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Rice,Sheath blight,1 ml/Litre of water
FUNGICIDE,Difenoconazole,Score 250 EC,AP-384,Syngenta Bangladesh Limited,Mango,Anthracnose,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Rofenon 25 EC,AP-1711,Aartessa Trading,Rice,Sheath blight,500 ml
FUNGICIDE,Difenoconazole,Rofenon 25 EC,AP-1711,Aartessa Trading,Onion,Purple blotch,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Defender 25 EC,AP-1757,National AgriCare Import & Export Ltd,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Run 250 EC,AP-2305,East West Chemicals Limited,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Bond 250 EC,AP-2390,Agritech,Mango,Anthracnose,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Bond 250 EC,AP-2390,Agritech,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Difenoconazole,Venga 10 WDG,AP-2786,Active Crop Care Limited,Banana,Sigatoka,1gm/Litre of water
FUNGICIDE,Difenoconazole (15%),X-Tra Care 300 EC,AP-1773,Haychem (Bangladesh) Limited,Rice,Sheath blight,120 ml
FUNGICIDE,Propiconazole (15%),Combi-2 30 EC,AP-1775,National AgriCare Import & Export Ltd,Rice,Sheath blight,120 ml
FUNGICIDE,Propiconazole (15%),Perk 300 EC,AP-2544,Aama Green Care,Mango,Anthracnose,2 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Cropcep 300 EC,AP-2545,Mimpex Agrochemicals Limited,Chili,Anthracnose,0.5 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Cropcep 300 EC,AP-2545,Mimpex Agrochemicals Limited,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Evaeilt Super 300 EC,AP-1591,E H & Agrovet Limited,Rice,Sheath blight,120 ml
FUNGICIDE,Propiconazole (15%),Safemaster 300 EC,AP-2775,Surovi Agro Industries Limited,Mango,Anthracnose,0.5 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Two Zole 30 SC,AP-3079,East West Crop Science Limited,Tea,"Die back, Black rot",750 ml
FUNGICIDE,Propiconazole (15%),Ricozole 300 EC,AP-3080,Rico Agrovet,Tea,"Die back, Black rot",750 ml
FUNGICIDE,Propiconazole (15%),Differ 300 EC,AP-3081,ACI Agrochemicals Limited,Tea,"Die back, Black rot",750 ml
FUNGICIDE,Propiconazole (15%),Dial 300 EC,AP-3082,Valent Tech Limited,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Banner 300 EC,AP-3246,Amco Agricultural Industries,Cucumber,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Propiconazole (15%),A-One 300 EC,AP-3247,Aranya Crop Care Limited,Cucumber,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Monizole 300 EC,AP-3248,Agro Monitor,Cucumber,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Endavour 300 EC,AP-3249,Atherton Imbros Company Limited,Cucumber,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Propiconazole (15%),Quilt 300 EC,AP-3250,Bangladesh Agricultural Industries,Cucumber,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Acrobat MZ,AP-353,BASF Bangladesh Limited,Potato & Tomato,Early & Late blight,2.00 Kg
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Acrobat MZ,AP-353,BASF Bangladesh Limited,Chili,Anthracnose,2.00 Kg
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Acrobat MZ,AP-353,BASF Bangladesh Limited,Banana,Leaf spot,2.00 Kg
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Acrobat MZ,AP-353,BASF Bangladesh Limited,Ground nut,Tikka rust,2.00 Kg
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Forum MZ,AP-2535,BASF Bangladesh Limited,Potato,Late blight,2 gm/Litre of water
FUNGICIDE,Dimethomorph (9%) + Mancozeb (60%),Hasin 69 WP,AP-3235,Intefa,Cucumber,Powdery mildew,2 gm/Litre of water
FUNGICIDE,Diniconazole,Merabow 12.5 WP,AP-984,MAP Agro Industries Limited,Ground nut,Tikka,2 gm/Litre of water
FUNGICIDE,Edifenphos,Edifen 50 EC,AP-268,Shetu Pesticides Limited,Rice,"Blast, Blister blight & Brown blight",850 ml
FUNGICIDE,Epoxiconazol,Opal 7.5 EC,AP-2314,BASF Bangladesh Limited,Rice,Sheath blight,1.25 Litre
FUNGICIDE,Epoxiconazol,Opal 7.5 EC,AP-2314,BASF Bangladesh Limited,Cucurbit,Powder mildew,2.5 ml/Litre of water
FUNGICIDE,Epoxiconazol (12.5%) + Carbendazim (12.5%),Rista 25 SC,AP-3226,Eon Trading House,Cucumber,Powder mildew,800 ml
FUNGICIDE,Fusilazole,Nustar 40 EC,AP-1523,Petrochem Agro Industries Ltd.,Rice,Sheath blight,200 ml
FUNGICIDE,Fusilazole,Nustar 40 EC,AP-1523,Petrochem Agro Industries Ltd.,Chili,Anthracnose,150 ml/ha
FUNGICIDE,Fusilazole (12.5%) + Carbendazim (25%),Pacer 37.5 SC,AP-3141,Eon Trading House,Wheat,Leaf blight,600 ml
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Cucurbits,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Tea,Red rust disease,750 ml
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Mango,Powdery mildew and Anthracnose,2 ml/Litre of water
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Ground nut,Tikka disease,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Contaf 5 EC,AP-460,Auto Crop Care Limited,Bettle Vine,"Leaf rot, Vine rot & blight",1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hayconazol 5 EC,AP-713,Haychem (Bangladesh) Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hayconazol 5 EC,AP-713,Haychem (Bangladesh) Limited,Cucurbits,Powdery mildew,1 gm/litre of water
FUNGICIDE,Hexaconazole,Hayconazol 5 EC,AP-713,Haychem (Bangladesh) Limited,Rice,Sheath blight/Blast,500 ml
FUNGICIDE,Hexaconazole,Force 5 EC,AP-717,The Limit Agroproducts Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Force 5 EC,AP-717,The Limit Agroproducts Limited,Tea,Red rust,750 ml
FUNGICIDE,Hexaconazole,Force 5 EC,AP-717,The Limit Agroproducts Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Control 5 EC,AP-782,SARK Bangladesh,Cucurbits,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Control 5 EC,AP-782,SARK Bangladesh,Banana,Sigatoka,0.5 ml/Litre of water
FUNGICIDE,Hexaconazole,Control 5 EC,AP-782,SARK Bangladesh,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Paragon 5 EC,AP-858,Agro Continent Bangladesh,Banana,Sigatoka,500 ml
FUNGICIDE,Hexaconazole,Paragon 5 EC,AP-858,Agro Continent Bangladesh,Tea,"Die back,Black rot, Red rust",750 ml
FUNGICIDE,Hexaconazole,Titan 5 EC,AP-895,Larsen Chemical Industries (Pvt) Ltd,Tea,Red rust,500 ml
FUNGICIDE,Hexaconazole,Titan 5 EC,AP-895,Larsen Chemical Industries (Pvt) Ltd,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Titan 5 EC,AP-895,Larsen Chemical Industries (Pvt) Ltd,Ground nut,Tikka disease,1.00 Litre
FUNGICIDE,Hexaconazole,Titan 5 EC,AP-895,Larsen Chemical Industries (Pvt) Ltd,Mango,Anthracnose,1 m/litre of water
FUNGICIDE,Hexaconazole,Titan 5 EC,AP-895,Larsen Chemical Industries (Pvt) Ltd,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Megazole 5 EC,AP-917,Mosco Marketing Company,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Xentho 5 EC,AP-978,SAMP Limited,Garden pea,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Orozole 5 SC,AP-1020,Oroni International Limited,Rice,Sheath blight,1.0 Litre
FUNGICIDE,Hexaconazole,Orozole 5 SC,AP-1020,Oroni International Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Sedozole 5 EC,AP-1045,MARP Bangladesh,Garden pea,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Conza 5 EC,AP-1047,ACI Formulations Limited,Garden pea,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Conza 5 EC,AP-1047,ACI Formulations Limited,Mango,Anthracnose,2 m/litre of water
FUNGICIDE,Hexaconazole,Conza 5 EC,AP-1047,ACI Formulations Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Conza 5 EC,AP-1048,ACI Formulations Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Forward 5 SC,AP-1139,MAP Agro Industries Limited,Garden pea,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Krizole 5 EC,AP-1199,McDonald Crop Care Limited,Mango,Anthracnose,1 ml/litre of water
FUNGICIDE,Hexaconazole,Krizole 5 EC,AP-1199,McDonald Crop Care Limited,Banana,Sigatoka,1 ml/litre of water
FUNGICIDE,Hexaconazole,Krizole 5 EC,AP-1199,McDonald Crop Care Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Baiconazole 5 EC,AP-1353,Bangladesh Agricultural Industries,Cucurbits,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Chokka 5 EC,AP-1349,Eon Agro Industries Limited,Cucurbits,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Chokka 5 EC,AP-1349,Eon Agro Industries Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Blezole 5 EC,AP-1361,Blessing Agrovet Industries Limited,Chili,Anthracnose,1 ml/litre of water
FUNGICIDE,Hexaconazole,Blezole 5 EC,AP-1362,Blessing Agrovet Industries Limited,Banana,Sigatoka,1 ml/litre of water
FUNGICIDE,Hexaconazole,Blezole 5 EC,AP-1363,Blessing Agrovet Industries Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Hexazole 5 EC,AP-1393,Haychem (Bangladesh) Limited,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Hexazole 5 EC,AP-1393,Haychem (Bangladesh) Limited,Banana,Sigatoka,500 ml
FUNGICIDE,Hexaconazole,Hexazole 5 EC,AP-1393,Haychem (Bangladesh) Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Detail 5 SC,AP-1498,Alpha Agro Limited,Mango,Anthracnose,1 ml/litre of water
FUNGICIDE,Hexaconazole,Detail 5 SC,AP-1498,Alpha Agro Limited,Chili,Tikka rust spot,1 ml/litre of water
FUNGICIDE,Hexaconazole,Pochamin 10 EC,AP-1602,Axil Life Sciences Limited,Banana,Sigatoka,1 ml/litre of water
FUNGICIDE,Hexaconazole,Iconazole 5 EC,AP-1615,Integrated Crop Solution Bangladesh,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexaron 5 EC,AP-1633,Sweet Agrovet Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexa 5 EC,AP-1676,ACI Formulations Limited,Mango,"Anthracnose, Powdery mildew",2 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexa 5 EC,AP-1676,ACI Formulations Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Hexa 5 EC,AP-1676,ACI Formulations Limited,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Sun Plus 5 EC,AP-1708,Sun Seed Pesticides,Mango,Anthracnose,2 ml/Litre of water
FUNGICIDE,Hexaconazole,Sun Plus 5 EC,AP-1708,Sun Seed Pesticides,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Shabab 5 EC,AP-1758,Intefa,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Shabab 5 EC,AP-1758,Intefa,Mango,"Anthracnose, Powdery mildew",2 ml/Litre of water
FUNGICIDE,Hexaconazole,Shabab 5 EC,AP-1758,Intefa,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Herazole 5 EC,AP-1774,Corbel International Limited,Rice,Sheath blight,500 ml
FUNGICIDE,Hexaconazole,Amacon 5 EC,AP-1855,Aamagreen Agro limited,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Amacon 5 EC,AP-1855,Aamagreen Agro limited,Mango,Powdery mildew,2 ml/Litre of water
FUNGICIDE,Hexaconazole,Index 5 EC,AP-1856,Byco Agro Chemicals,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Index 5 EC,AP-1856,Byco Agro Chemicals,Mango,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexakil 5 EC,AP-1857,Padma Agro Sprayers Co.,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Flash 5 EC,AP-1858,A M Traders,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Bicotaf 5 EC,AP-1868,Bismillah Corporation Limited,Tea,"Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Bicotaf 5 EC,AP-1868,Bismillah Corporation Limited,Cucurbits,Powdery mildew,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Primezole 5 EC,AP-1869,Prime Agro Limited,Tea,"Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Hexanol 5 EC,AP-1970,Agro Business Support Limited,Tea,"Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Topzol 5 EC,AP-1971,Agrivision International,Tea,"Die-back, Black rot",750 ml in 1000 lt of water
FUNGICIDE,Hexaconazole,Konock 5 EC,AP-1872,Crop Protection & Care Center,Chili,Anthracnose,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexagold 5 EC,AP-1873,Asia Trade International,Mango,"Anthracnose, Powdery mildew",1 ml/Litre of water
FUNGICIDE,Hexaconazole,Seconazole 5 EC,AP-1874,Sealand Agro Industries Limited,Mango,"Anthracnose, Powdery mildew",1 ml/Litre of water
FUNGICIDE,Hexaconazole,Seconazole 5 EC,AP-1874,Sealand Agro Industries Limited,Banana,Sigatoka,1 ml/Litre of water
FUNGICIDE,Hexaconazole,Hexan 5 EC,AP-1875,Assent International,Tea,"Red rust, Die-back, Black rot",750 ml in 1000 lt of water
